35417.9,Trial
35295.7,Trial
35233.3,Trial
35248.2,Trial
35450.5,Trial
35752,Trial
35298.4,Trial
35318.1,Trial
35452.6,Trial
35604.7,Trial
35341.2,Trial
35100.9,Trial
35401.6,Trial
35464.8,Trial
35526.6,Trial
35427.4,Trial
35686.8,Trial
35686.1,Trial
35443.1,Trial
35401.6,Trial
35429.5,Trial
35251.6,Trial
35603.3,Trial
35208.1,Trial
35349.4,Trial
35291,Trial
35354.8,Trial
35360.9,Trial
35267.2,Trial
35151.1,Trial
35631.1,Trial
35360.9,Trial
35382,Trial
35368.4,Trial
35450.5,Trial
35487.2,Trial
35517.1,Trial
35345.3,Trial
35375.8,Trial
35398.3,Trial
35274,Trial
35608.1,Trial
35195.9,Trial
35415.2,Trial
35582.2,Trial
35392.8,Trial
35386.7,Trial
35462.8,Trial
35499.4,Trial
35335.1,Trial
35616.9,Trial
35227.8,Trial
35398.3,Trial
35467.5,Trial
35194.6,Trial
35572.7,Trial
35573.4,Trial
35344.6,Trial
35272.6,Trial
35334.4,Trial
35218.3,Trial
35485.2,Trial
35339.2,Trial
35389.4,Trial
35445.1,Trial
35299.1,Trial
35513,Trial
35381.3,Trial
35328.3,Trial
35513,Trial
35340.5,Trial
35385.4,Trial
35330.4,Trial
35353.4,Trial
35053.3,Trial
35883.7,Trial
35299.8,Trial
35603.3,Trial
35480.4,Trial
35530,Trial
35411.8,Trial
35310.7,Trial
35677.3,Trial
35628.4,Trial
35413.9,Trial
35451.9,Trial
35412.5,Trial
35263.8,Trial
35282.8,Trial
35231.2,Trial
35396.2,Trial
35298.4,Trial
35472.3,Trial
35389.4,Trial
35567.3,Trial
35432.2,Trial
35541.5,Trial
35146.4,Trial
35616.2,Trial
35367.7,Trial
35407.7,Average
